kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
10797460,K00752.01,Kepler-227 b,1,1,0,0,0,0,9.48803557,170.53875,0.146,2.9575,6.16E+02,2.26,793,93.59,35.8,1,q1_q17_dr25_tce,5455,4.467,0.927,291.93423,48.141651,15.347
10797460,K00752.02,Kepler-227 c,1,0.969,0,0,0,0,54.4183827,162.51384,0.586,4.507,8.75E+02,2.83,443,9.11,25.8,2,q1_q17_dr25_tce,5455,4.467,0.927,291.93423,48.141651,15.347
10848459,K00754.01,,0,0,0,1,0,0,1.736952453,170.307565,1.276,2.40641,8.08E+03,33.46,1395,891.96,505.6,1,q1_q17_dr25_tce,5805,4.564,0.791,285.53461,48.28521,15.597
10854555,K00755.01,Kepler-664 b,1,1,0,0,0,0,2.525591777,171.59555,0.701,1.6545,6.03E+02,2.75,1406,926.16,40.9,1,q1_q17_dr25_tce,6031,4.438,1.046,288.75488,48.2262,15.509
10872983,K00756.01,Kepler-228 d,1,1,0,0,0,0,11.09432054,171.20116,0.538,4.5945,1.52E+03,3.9,835,114.81,66.5,1,q1_q17_dr25_tce,6046,4.486,0.972,296.28613,48.22467,15.714
10872983,K00756.02,Kepler-228 c,1,1,0,0,0,0,4.13443512,172.97937,0.762,3.1402,6.86E+02,2.77,1160,427.65,40.2,2,q1_q17_dr25_tce,6046,4.486,0.972,296.28613,48.22467,15.714
10872983,K00756.03,Kepler-228 b,1,0.992,0,0,0,0,2.56658897,179.55437,0.755,2.429,2.27E+02,1.59,1360,807.74,15,3,q1_q17_dr25_tce,6046,4.486,0.972,296.28613,48.22467,15.714
6721123,K00114.01,,0,0,0,1,1,0,7.36178958,132.25053,1.169,5.022,2.34E+02,39.21,1342,767.22,47.7,1,q1_q17_dr25_tce,6227,3.986,1.958,298.86435,42.151569,12.66
10910878,K00757.01,Kepler-229 c,1,1,0,0,0,0,16.06864674,173.621937,0.052,3.5347,4.91E+03,5.76,600,30.75,161.9,1,q1_q17_dr25_tce,5031,4.485,0.848,286.99948,48.37579,15.841
11446443,K00001.01,Kepler-1 b,1,0.811,0,0,0,0,2.470613377,122.763305,0.818,1.74319,1.42E+04,13.04,1339,761.46,4304.3,1,q1_q17_dr25_tce,5820,4.457,0.964,286.80847,49.316399,11.338
10666592,K00002.01,Kepler-2 b,1,1,0,1,0,0,2.204735417,121.3585417,0.224,3.88864,6.67E+03,16.1,2048,4148.92,5945.9,1,q1_q17_dr25_tce,6440,4.019,1.952,292.24728,47.969521,10.463
6922244,K00010.01,Kepler-8 b,1,0.998,0,0,0,0,3.522498429,121.1194228,0.631,3.19843,9.15E+03,14.59,1521,1264.67,1741.5,1,q1_q17_dr25_tce,6225,4.169,1.451,281.28812,42.45108,13.563
10984090,K00112.02,Kepler-466 c,1,1,0,0,0,0,3.709214104,133.98318,0.051,2.6302,1.31E+02,1.16,1206,500.46,50.6,2,q1_q17_dr25_tce,5833,4.407,1.022,295.64871,48.49556,12.772
10419211,K00742.01,,0,0,0,1,0,0,11.52144606,170.839688,2.483,3.6399,1.80E+04,150.51,753,75.88,622.1,1,q1_q17_dr25_tce,5795,4.554,0.848,297.07993,47.597401,15.472
10464078,K00743.01,,0,0,0,1,0,0,19.40393776,172.484253,0.804,12.2155,8.92E+03,7.18,523,17.69,214.7,1,q1_q17_dr25_tce,5043,4.591,0.68,289.25821,47.635319,15.487
10480982,K00744.01,,0,0,0,1,0,0,19.22138894,184.5521637,1.065,4.79843,7.43E+04,49.29,698,55.97,2317,1,q1_q17_dr25_tce,6117,4.496,0.947,295.81454,47.69035,15.341
10485250,K00745.01,,0,0,0,1,0,0,16.46983774,180.881761,0.292,9.4378,1.05E+04,7.94,595,29.61,303.4,1,q1_q17_dr25_tce,5152,4.517,0.786,297.15442,47.668701,15.788
10526549,K00746.01,Kepler-660 b,1,1,0,0,0,0,9.27358173,173.258155,0.387,3.2875,1.29E+03,2.47,649,41.85,87.2,1,q1_q17_dr25_tce,4856,4.583,0.696,288.13824,47.724449,15.302
10583066,K00747.01,Kepler-661 b,1,1,0,0,0,0,6.02930329,171.602959,0.258,1.5821,1.91E+03,2.85,678,50.04,65.4,1,q1_q17_dr25_tce,4537,4.648,0.672,283.71088,47.86327,15.784
10583180,K00748.01,,0,0,0,1,1,1,2.696370652,170.73769,0.044,3.6129,3.98E+02,1.58,1066,305.34,48.2,1,q1_q17_dr25_tce,4989,4.504,0.819,283.76547,47.804298,15.269
10601284,K00749.01,Kepler-226 c,1,1,0,0,0,0,5.349553819,171.80694,0.092,3.0278,8.31E+02,2.55,919,168.99,60.6,1,q1_q17_dr25_tce,5185,4.44,0.91,292.37613,47.880989,15.416
10601284,K00749.02,Kepler-226 b,1,0.98,0,0,0,0,3.94105221,136.08662,0.226,2.5984,3.63E+02,1.7,1018,253.15,28.9,2,q1_q17_dr25_tce,5185,4.44,0.91,292.37613,47.880989,15.416
10601284,K00749.03,Kepler-226 d,1,0.971,0,0,0,0,8.10904807,132.8031,0.025,3.596,2.17E+02,1.3,800,97.03,14.1,3,q1_q17_dr25_tce,5185,4.44,0.91,292.37613,47.880989,15.416
10662202,K00750.01,Kepler-662 b,1,1,0,0,0,0,21.67699193,171.53594,0.896,3.4555,8.57E+02,2.95,530,18.64,34.3,1,q1_q17_dr25_tce,4954,4.5,0.828,290.46512,47.92918,15.377
10682541,K00751.01,Kepler-663 b,1,1,0,0,0,0,4.99677968,171.74208,0.71,2.1717,9.35E+02,2.78,917,166.95,28.2,1,q1_q17_dr25_tce,5339,4.552,0.847,297.80826,47.946671,15.861
11460018,K00769.01,Kepler-671 b,1,1,0,0,0,0,4.280963604,171.89659,0.424,2.875,7.51E+02,2.3,1012,247.87,61.8,1,q1_q17_dr25_tce,5644,4.564,0.831,294.26581,49.314091,15.356
11463211,K00770.01,,0,0,0,0,1,0,1.50635409,170.998064,0.86,1.5155,2.21E+03,4.53,1452,1054.12,181.1,1,q1_q17_dr25_tce,5714,4.563,0.831,295.66522,49.351009,15.525
11465813,K00771.01,,0,0,0,1,1,0,670.645531,209.04355,0.701,53.412,1.81E+04,14.14,196,0.35,642.7,1,q1_q17_dr25_tce,5520,4.466,0.983,296.69861,49.316479,15.207
11493732,K00772.01,,0,0,0,1,0,0,61.2563628,173.83826,1.248,7.633,5.12E+03,39.87,505,15.43,85.3,1,q1_q17_dr25_tce,6144,4.402,1.091,283.72592,49.479519,15.25
11507101,K00773.01,Kepler-672 b,1,1,0,0,0,0,38.3775486,172.82048,0.468,5.588,7.24E+02,2.82,529,18.53,34.7,1,q1_q17_dr25_tce,5481,4.369,1.036,291.72202,49.480869,15.172
10910878,K00757.02,Kepler-229 d,1,0.992,0,0,0,0,41.19725502,165.00404,0.045,4.6297,2.21E+03,3.86,439,8.76,51.2,2,q1_q17_dr25_tce,5031,4.485,0.848,286.99948,48.37579,15.841
10910878,K00757.03,Kepler-229 b,1,1,0,0,0,0,6.252962249,171.30126,0.105,2.5819,1.04E+03,2.65,823,108.3,47.1,3,q1_q17_dr25_tce,5031,4.485,0.848,286.99948,48.37579,15.841
10987985,K00758.01,Kepler-665 b,1,1,0,0,0,0,16.01308419,176.3608,0.799,3.2554,1.12E+03,3.1,593,29.31,33.2,1,q1_q17_dr25_tce,5015,4.499,0.826,297.02563,48.478588,15.39
11018648,K00759.01,Kepler-230 b,1,1,0,0,0,0,32.62876672,194.1019,0.021,4.7971,1.80E+03,3.36,506,15.55,80,1,q1_q17_dr25_tce,5586,4.56,0.798,285.71854,48.505859,15.082
11018648,K00759.02,Kepler-230 c,1,0.978,0,0,0,0,91.7732862,193.8378,0.606,6.473,6.52E+02,2.12,359,3.92,19.1,2,q1_q17_dr25_tce,5586,4.56,0.798,285.71854,48.505859,15.082
11152159,K00761.01,,0,0,0,1,1,0,2.701287801,170.69579,1.016,3.3827,8.60E+02,6.54,1222,527.81,48.3,1,q1_q17_dr25_tce,5550,4.468,0.91,297.92365,48.777321,15.54
11153539,K00762.01,Kepler-666 b,1,1,0,0,0,0,4.49876511,171.34905,0.312,3.7362,4.60E+02,2.1,1133,389.62,29.5,1,q1_q17_dr25_tce,6075,4.486,0.969,298.45685,48.791592,15.395
11242721,K00763.01,,0,0,0,1,0,0,19.65120951,179.401981,0.723,5.2514,1.18E+04,12.42,730,67.03,513.4,1,q1_q17_dr25_tce,6074,4.391,1.063,291.0939,48.933842,15.536
9579641,K00115.01,Kepler-105 b,1,1,0,0,0,0,5.412203927,133.143089,0.787,2.9472,6.02E+02,2.94,1093,337.68,166.7,1,q1_q17_dr25_tce,5779,4.339,1.087,287.88733,46.276241,12.791
11304958,K00764.01,Kepler-667 b,1,0.998,0,0,0,0,41.43958662,208.93203,0.355,10.5989,2.79E+03,5.5,516,16.72,141.1,1,q1_q17_dr25_tce,5468,4.367,1.046,295.55505,49.017342,15.4
11391957,K00765.01,Kepler-668 b,1,1,0,0,0,0,8.35389523,171.63257,0.023,2.2514,1.04E+03,2.52,790,91.9,43.4,1,q1_q17_dr25_tce,5592,4.582,0.787,285.49924,49.277351,15.317
11403044,K00766.01,Kepler-669 b,1,1,0,0,0,0,4.125543472,169.752585,0.597,3.1744,1.49E+03,4.43,1243,565.35,128.6,1,q1_q17_dr25_tce,6174,4.417,1.103,291.93616,49.253979,15.506
11414511,K00767.01,Kepler-670 b,1,1,0,0,0,0,2.816504904,170.9676846,0.105,2.50587,1.68E+04,12.21,1219,521.13,1406.8,1,q1_q17_dr25_tce,5532,4.452,0.955,297.01547,49.225288,15.052
11442465,K00768.01,,0,0,0,1,1,0,33.93373447,186.67608,0.812,14.561,8.50E+03,7.34,430,8.11,236.1,1,q1_q17_dr25_tce,5040,4.628,0.705,284.17233,49.360722,15.716
12110942,K00786.01,Kepler-680 b,1,1,0,0,0,0,3.689920099,170.36571,0.151,2.6557,4.27E+02,1.89,1147,408.99,35.6,1,q1_q17_dr25_tce,5880,4.518,0.917,291.62241,50.61824,15.242
12366084,K00787.01,Kepler-232 b,1,1,0,0,0,0,4.431238488,171.015,0.405,3.15,1.01E+03,3.25,1104,351.23,71.1,1,q1_q17_dr25_tce,5714,4.428,1.015,295.81616,51.121738,15.367
12366084,K00787.02,Kepler-232 c,1,1,0,0,0,0,11.37936986,133.84992,0.911,2.6255,1.02E+03,3.95,806,99.68,37.9,2,q1_q17_dr25_tce,5714,4.428,1.015,295.81616,51.121738,15.367
12404086,K00788.01,Kepler-681 b,1,1,0,0,0,0,26.39432897,176.05459,0.602,3.573,1.51E+03,3.07,489,13.49,48.2,1,q1_q17_dr25_tce,5129,4.595,0.763,289.39972,51.25032,15.234
8395660,K00116.01,Kepler-106 c,1,1,0,0,0,0,13.57078281,136.279194,0.866,3.3539,5.12E+02,2.64,785,89.61,88.4,1,q1_q17_dr25_tce,5854,4.406,1.012,300.86398,44.337551,12.882
9579641,K00115.02,Kepler-105 c,1,1,0,0,0,0,7.12594387,139.00492,0.898,3.0014,1.92E+02,1.79,997,233.31,47.1,2,q1_q17_dr25_tce,5779,4.339,1.087,287.88733,46.276241,12.791
11656840,K00774.01,,0,0.014,0,1,0,0,7.442652004,169.9717797,0.137,2.3078,2.44E+04,15.03,967,206.78,835.6,1,q1_q17_dr25_tce,6108,4.469,0.956,288.98682,49.733742,15.27
11754553,K00775.01,Kepler-52 c,1,1,0,0,0,0,16.38489988,172.72782,0.001,3.0249,1.13E+03,2,433,8.35,28.9,2,q1_q17_dr25_tce,4126,4.661,0.615,286.73804,49.97575,15.095
11754553,K00775.02,Kepler-52 b,1,1,0,0,0,0,7.8774163,176.3759,0.041,2.0805,1.31E+03,2.16,553,22.18,38.7,1,q1_q17_dr25_tce,4126,4.661,0.615,286.73804,49.97575,15.095
11754553,K00775.03,Kepler-52 d,1,1,0,0,0,0,36.4454001,151.60125,0.028,4.007,1.12E+03,1.99,332,2.88,21.7,3,q1_q17_dr25_tce,4126,4.661,0.615,286.73804,49.97575,15.095
11812062,K00776.01,Kepler-673 b,1,1,0,0,0,0,3.728732147,171.793255,0.558,2.683,5.23E+03,6.02,1023,258.34,345.2,1,q1_q17_dr25_tce,5497,4.577,0.809,290.78574,50.054119,15.523
11853255,K00778.01,Kepler-674 b,1,1,0,0,0,0,2.243380573,170.679233,0.915,1.1196,8.22E+02,1.99,822,107.6,38.9,1,q1_q17_dr25_tce,4149,4.698,0.564,285.17621,50.149818,15.135
11909839,K00779.01,,0,0,0,1,0,0,10.40599802,177.197466,0.324,6.5036,1.45E+04,11.23,833,113.94,745.2,1,q1_q17_dr25_tce,5746,4.393,0.924,289.23553,50.241001,15.562
11918099,K00780.01,Kepler-675 b,1,1,0,0,0,0,2.337437946,171.761982,0.28,1.9982,9.71E+02,2.34,1070,311.16,82.4,1,q1_q17_dr25_tce,5005,4.595,0.765,293.83331,50.23035,15.334
11923270,K00781.01,Kepler-676 b,1,1,0,0,0,0,11.59822233,180.395376,0.679,2.5237,2.80E+03,2.65,396,5.82,71,1,q1_q17_dr25_tce,3688,4.79,0.473,296.22195,50.28722,15.937
11960862,K00782.01,Kepler-677 b,1,1,0,0,0,0,6.575315881,173.634044,0.39,4.3084,2.79E+03,5.31,1015,251.38,221.1,1,q1_q17_dr25_tce,5992,4.415,0.989,290.09805,50.321609,15.312
12020329,K00783.01,Kepler-678 b,1,1,0,0,0,0,7.275040844,169.994217,0.547,7.5377,3.00E+03,4.86,833,113.64,312.1,1,q1_q17_dr25_tce,5485,4.556,0.867,295.45529,50.49456,15.08
12066335,K00784.01,Kepler-231 c,1,1,0,0,0,0,19.27153892,186.77093,0.031,2.7594,1.22E+03,1.93,393,5.66,37.1,1,q1_q17_dr25_tce,4077,4.702,0.56,293.97336,50.53191,15.385
12066335,K00784.02,Kepler-231 b,1,1,0,0,0,0,10.06524317,136.28906,0.628,1.369,1.05E+03,1.91,488,13.43,30.3,2,q1_q17_dr25_tce,4077,4.702,0.56,293.97336,50.53191,15.385
12070811,K00785.01,Kepler-679 b,1,1,0,0,0,0,12.3935651,178.74725,0.883,3.8896,9.17E+02,2.66,677,49.68,35.8,1,q1_q17_dr25_tce,5557,4.603,0.75,296.02133,50.56778,15.505
8395660,K00116.02,Kepler-106 e,1,0.998,0,0,0,0,43.84439721,151.93538,0.852,6.802,6.15E+02,2.87,531,18.77,83.7,2,q1_q17_dr25_tce,5854,4.406,1.012,300.86398,44.337551,12.882
3120431,K00798.01,,0,0,0,1,1,0,3.341913228,171.63943,1.213,3.813,7.25E+02,21.55,1032,268.67,39,1,q1_q17_dr25_tce,5295,4.551,0.811,292.31595,38.27029,15.629
3246984,K00799.01,,0,0.773,0,0,1,0,1.626630225,169.820171,1.26,2.1145,1.62E+03,32.43,1547,1355.88,103.6,1,q1_q17_dr25_tce,5735,4.41,0.973,294.36819,38.31028,15.279
3342970,K00800.01,Kepler-234 b,1,1,0,0,0,0,2.711504086,170.03417,0.023,3.0099,8.38E+02,3.12,1420,960.79,64.5,1,q1_q17_dr25_tce,6214,4.442,1.076,291.65353,38.494659,15.541
3342970,K00800.02,Kepler-234 c,1,1,0,0,0,0,7.21203748,172.81782,0.012,4.0491,9.50E+02,3.32,1025,260.58,51.5,2,q1_q17_dr25_tce,6214,4.442,1.076,291.65353,38.494659,15.541
12470844,K00790.01,Kepler-233 b,1,1,0,0,0,0,8.47237911,174.16212,0.022,2.7245,1.12E+03,2.59,751,75.44,47.6,1,q1_q17_dr25_tce,5354,4.587,0.788,296.36652,51.319519,15.339
12470844,K00790.02,Kepler-233 c,1,0.989,0,0,0,0,60.4189369,181.16367,0.094,5.039,9.31E+02,2.36,390,5.49,20.1,2,q1_q17_dr25_tce,5354,4.587,0.788,296.36652,51.319519,15.339
12644822,K00791.01,Kepler-682 b,1,1,0,0,0,0,12.61190435,180.892284,0.55,5.1497,6.11E+03,7.4,753,76.15,277.2,1,q1_q17_dr25_tce,5795,4.508,0.919,289.11221,51.737381,15.14
2440757,K00792.01,,0,0,0,1,0,0,1.433769925,170.403536,1.268,1.8868,1.98E+03,46.58,1920,3209.29,112.6,1,q1_q17_dr25_tce,6017,4.22,1.339,290.84369,37.728828,15.122
2445129,K00793.01,,0,0,0,1,1,0,10.31872301,173.31543,1.215,3.836,8.72E+02,28.59,876,139.26,38.2,1,q1_q17_dr25_tce,5927,4.409,1.06,291.84891,37.713501,15.065
2713049,K00794.01,Kepler-683 b,1,1,0,0,0,0,2.539183147,169.67494,0.238,2.4282,3.82E+02,2.06,1332,743.09,38.9,1,q1_q17_dr25_tce,5519,4.35,1.062,291.43997,37.905659,15.026
3114167,K00795.01,Kepler-684 b,1,1,0,0,0,0,6.770300385,170.57662,0.838,2.0844,1.30E+03,2.77,812,102.87,50.8,1,q1_q17_dr25_tce,5653,4.656,0.679,290.87051,38.273628,15.591
3114661,K00796.01,,0,0,0,1,1,1,0.444291966,169.865406,1.258,2.0792,1.10E+04,27.51,1836,2706.26,299.7,1,q1_q17_dr25_tce,5255,4.678,0.636,290.99689,38.28492,15.748
4139816,K00812.02,Kepler-235 d,1,1,0,0,0,0,20.06036336,147.46554,0.556,3.3203,1.49E+03,1.96,361,4,35.2,2,q1_q17_dr25_tce,3950,4.754,0.493,286.07913,39.27832,15.954
4139816,K00812.03,Kepler-235 e,1,1,0,0,0,0,46.1842039,165.23729,0.013,4.758,1.39E+03,1.83,273,1.32,26,3,q1_q17_dr25_tce,3950,4.754,0.493,286.07913,39.27832,15.954
8395660,K00116.04,Kepler-106 d,1,0.952,0,0,0,0,23.9800854,147.537,0.95,5.351,1.04E+02,1.31,649,41.94,17.1,4,q1_q17_dr25_tce,5854,4.406,1.012,300.86398,44.337551,12.882
4139816,K00812.04,Kepler-235 c,1,0.994,0,0,0,0,7.82502168,136.54995,0.708,2.186,5.21E+02,1.2,494,14.05,15.9,4,q1_q17_dr25_tce,3950,4.754,0.493,286.07913,39.27832,15.954
4275191,K00813.01,Kepler-688 b,1,1,0,0,0,0,3.895936525,170.527552,0.524,2.3111,8.54E+03,7.34,1005,241.62,370.8,1,q1_q17_dr25_tce,5557,4.592,0.774,294.65524,39.308361,15.725
4476123,K00814.01,Kepler-689 b,1,0.999,0,0,0,0,22.36646466,175.45862,0.4,5.228,9.87E+02,2.32,536,19.45,32.1,1,q1_q17_dr25_tce,5395,4.615,0.734,294.71063,39.52174,15.583
3351888,K00801.01,Kepler-685 b,1,1,0,0,0,0,1.625522174,170.8266564,0.076,2.38963,7.97E+03,9.73,1579,1467.41,799.7,1,q1_q17_dr25_tce,5539,4.322,1.106,293.87192,38.422939,15.001
3554600,K00803.01,,0,0,1,0,1,0,7.544039,171.7982,1.175,6.222,3.23E+02,17.47,838,116.46,14.2,2,q1_q17_dr25_tce,5657,4.567,0.824,293.94116,38.601101,15.559
3734868,K00805.01,,0,0.053,0,1,0,0,10.32803571,174.581054,0.281,7.7915,1.69E+04,13.28,843,119.31,636.8,1,q1_q17_dr25_tce,5627,4.359,1.024,287.69675,38.886452,15.646
3832474,K00806.01,Kepler-30 d,1,1,0,0,0,0,143.2063047,154.23552,0.379,8.9302,1.06E+04,8.9,308,2.14,138.8,2,q1_q17_dr25_tce,5485,4.556,0.867,285.28363,38.947281,15.403
8395660,K00116.03,Kepler-106 b,1,0.95,0,0,0,0,6.164876,135.63916,0.646,3.262,5.58E+01,0.79,1021,256.35,14.4,3,q1_q17_dr25_tce,5854,4.406,1.012,300.86398,44.337551,12.882
3832474,K00806.02,Kepler-30 c,1,0.745,0,0,0,0,60.32494216,243.892578,0.224,6.6188,2.03E+04,12.19,411,6.77,347.2,1,q1_q17_dr25_tce,5485,4.556,0.867,285.28363,38.947281,15.403
3836375,K00807.01,,0,0,0,0,1,1,1.540397253,170.50479,1.225,2.1541,8.16E+02,25.69,1470,1105.68,38.8,1,q1_q17_dr25_tce,5663,4.53,0.915,286.92639,38.921631,15.974
3838486,K00808.01,,0,0,0,0,1,1,2.99025443,171.9834,0.014,5.414,5.89E+02,1.7,918,168.45,48.5,1,q1_q17_dr25_tce,4667,4.578,0.731,287.74881,38.92955,15.842
3935914,K00809.01,Kepler-686 b,1,1,0,0,0,0,1.594745374,170.6483505,0.514,1.9604,1.50E+04,11.3,1539,1329.42,1009.3,1,q1_q17_dr25_tce,5934,4.491,0.893,285.21381,39.027481,15.53
4049131,K00811.01,Kepler-687 b,1,1,0,0,0,0,20.50588921,181.43428,0.26,4.0595,2.11E+03,3.41,518,17.06,78.5,1,q1_q17_dr25_tce,4905,4.544,0.761,289.31543,39.153278,15.398
4139816,K00812.01,Kepler-235 b,1,1,0,0,0,0,3.340218842,171.979062,0.466,1.9104,1.63E+03,2.03,656,43.73,71.6,1,q1_q17_dr25_tce,3950,4.754,0.493,286.07913,39.27832,15.954
5287983,K00828.01,,0,0,0,1,1,0,2.507089906,171.002455,1.255,2.0067,1.34E+03,30.26,1326,730.47,64.9,1,q1_q17_dr25_tce,5926,4.506,0.939,295.37805,40.493401,15.555
5358241,K00829.01,Kepler-53 b,1,1,0,0,0,0,18.64932728,174.771,0.08,4.4056,8.94E+02,3.12,701,57.13,46.1,1,q1_q17_dr25_tce,5775,4.405,1.053,290.46176,40.562462,15.386
10875245,K00117.02,Kepler-107 c,1,1,0,0,0,0,4.90144976,138.60548,0.529,4.1654,1.41E+02,1.7,1262,598.74,50.6,3,q1_q17_dr25_tce,5847,4.191,1.402,297.02826,48.208611,12.487
5358241,K00829.02,Kepler-53 d,1,0.998,0,0,0,0,9.75192101,138.78608,0.949,4.793,4.18E+02,2.76,870,135.66,28.5,3,q1_q17_dr25_tce,5775,4.405,1.053,290.46176,40.562462,15.386
5358241,K00829.03,Kepler-53 c,1,1,0,0,0,0,38.5576546,163.85063,0.911,5.794,9.93E+02,4.02,550,21.71,39.7,2,q1_q17_dr25_tce,5775,4.405,1.053,290.46176,40.562462,15.386
5358624,K00830.01,Kepler-428 b,1,0.99,0,0,0,0,3.525632539,170.0479951,0.12,2.59959,2.23E+04,11.58,975,213.12,1996.7,1,q1_q17_dr25_tce,5150,4.572,0.793,290.58173,40.5774,15.224
4664847,K00816.01,Kepler-690 b,1,1,0,0,0,0,7.748094239,174.997206,0.517,3.5957,2.47E+03,5.52,964,204.39,113.2,1,q1_q17_dr25_tce,5973,4.439,1.085,294.4899,39.771439,15.67
4725681,K00817.01,Kepler-236 c,1,1,0,0,0,0,23.96793669,186.22182,0.416,3.827,1.18E+03,1.8,329,2.77,27.5,1,q1_q17_dr25_tce,3747,4.728,0.524,283.86639,39.898079,15.414
4725681,K00817.02,Kepler-236 b,1,0.995,0,0,0,0,8.29561738,135.79284,0.888,1.3421,8.24E+02,1.82,469,11.39,17.9,2,q1_q17_dr25_tce,3747,4.728,0.524,283.86639,39.898079,15.414
4913852,K00818.01,Kepler-691 b,1,1,0,0,0,0,8.11437482,176.33968,0.573,2.2736,1.56E+03,2.1,460,10.55,56.4,1,q1_q17_dr25_tce,3692,4.753,0.517,288.81201,40.033401,15.877
4932348,K00819.01,,0,0,0,1,0,0,38.03672948,196.934947,0.501,4.34617,8.29E+04,27.5,500,14.81,1300,1,q1_q17_dr25_tce,5575,4.521,0.932,294.14789,40.055538,15.472
11913073,K00011.01,,0,0,0,1,1,1,3.747838198,171.66504,1.121,5.0642,6.16E+02,13.65,1031,266.76,138.2,1,q1_q17_dr25_tce,5514,4.569,0.826,291.06152,50.265129,13.496
10875245,K00117.01,Kepler-107 e,1,0.992,0,0,0,0,14.74914825,138.77799,0.173,6.0995,4.30E+02,2.89,874,137.91,107.4,1,q1_q17_dr25_tce,5847,4.191,1.402,297.02826,48.208611,12.487
5021899,K00821.01,Kepler-692 b,1,1,0,0,0,0,21.81295996,174.01085,0.053,4.3791,1.18E+03,3.38,639,39.33,37.8,1,q1_q17_dr25_tce,5601,4.41,0.999,294.77686,40.15374,15.54
5077629,K00822.01,,0,0,0,1,0,0,7.91936937,172.181092,0.733,3.3148,1.51E+04,10.34,814,104,389,1,q1_q17_dr25_tce,5690,4.588,0.776,283.53845,40.217999,15.805
5164255,K00824.01,Kepler-693 b,1,1,0,0,0,0,15.37562369,173.61402,0.692,3.3169,1.53E+04,11.01,600,30.54,166,1,q1_q17_dr25_tce,4986,4.496,0.833,283.25354,40.358189,16.422
5252423,K00825.01,Kepler-237 c,1,1,0,0,0,0,8.10363271,176.9486,0.047,3.161,8.88E+02,2.11,687,52.82,39.3,1,q1_q17_dr25_tce,4861,4.574,0.732,283.22141,40.421829,15.289
5252423,K00825.02,Kepler-237 b,1,1,0,0,0,0,4.71510843,134.96178,0.258,2.506,4.18E+02,1.46,823,108.84,21.3,2,q1_q17_dr25_tce,4861,4.574,0.732,283.22141,40.421829,15.289
5272878,K00826.01,Kepler-694 b,1,1,0,0,0,0,6.365839713,171.13575,0.524,2.9721,7.81E+02,2.44,914,165.33,70.8,1,q1_q17_dr25_tce,5776,4.554,0.849,291.14951,40.420521,15.09
5283542,K00827.01,,0,0.037,0,0,1,0,5.97581754,174.77602,0.941,3.065,9.62E+02,3.86,1047,284.25,50.3,1,q1_q17_dr25_tce,6108,4.471,0.997,294.22397,40.417858,15.546
5649215,K00839.01,,0,0,0,0,1,1,2.446737317,170.66951,1.241,4.7211,1.18E+03,26.25,1261,597.19,110.2,1,q1_q17_dr25_tce,5764,4.548,0.863,298.96112,40.862808,15.021
5651104,K00840.01,Kepler-695 b,1,1,0,0,0,0,3.04033046,169.9490106,0.736,1.8411,1.09E+04,8.99,1021,257.29,568.2,1,q1_q17_dr25_tce,5035,4.519,0.791,299.3161,40.82238,15.028
5792202,K00841.01,Kepler-27 b,1,1,0,0,0,0,15.33528675,174.00278,0.773,3.897,3.08E+03,5,610,32.67,86.6,2,q1_q17_dr25_tce,5251,4.581,0.817,292.23676,41.08588,15.855
10875245,K00117.04,Kepler-107 d,1,0.998,0,0,0,0,7.95825328,137.80219,0.706,4.377,5.00E+01,1.06,1074,314.15,14.7,4,q1_q17_dr25_tce,5847,4.191,1.402,297.02826,48.208611,12.487
5792202,K00841.02,Kepler-27 c,1,1,0,0,0,0,31.33046135,153.43031,0.798,5.176,5.07E+03,6.5,481,12.61,117.2,1,q1_q17_dr25_tce,5251,4.581,0.817,292.23676,41.08588,15.855
5370302,K00831.01,,0,0.006,0,1,0,0,3.9043425,173.393734,0.709,3.831,1.62E+04,12.28,1104,351.05,323.4,1,q1_q17_dr25_tce,5810,4.526,0.898,294.05676,40.549679,15.016
5372966,K00832.01,,0,0,0,1,0,0,9.286358079,171.8214689,0.377,3.49949,4.48E+04,17.61,796,95.03,1671.1,1,q1_q17_dr25_tce,5670,4.523,0.821,294.74396,40.53392,15.365
5376067,K00833.01,,0,0,0,1,0,0,3.951405455,173.276125,1.276,2.1862,2.45E+03,31.44,1133,388.71,117.2,1,q1_q17_dr25_tce,6046,4.539,0.869,295.50439,40.505489,15.446
5436502,K00834.01,Kepler-238 e,1,0.999,0,0,0,0,23.65369415,171.376107,0.008,8.2183,3.34E+03,7.89,731,67.65,266.3,1,q1_q17_dr25_tce,5739,4.191,1.384,287.89713,40.637821,15.084
5436502,K00834.02,Kepler-238 d,1,0.996,0,0,0,0,13.23352214,140.32196,0.014,6.7372,5.05E+02,3.06,888,146.67,49.1,2,q1_q17_dr25_tce,5739,4.191,1.384,287.89713,40.637821,15.084
5436502,K00834.03,Kepler-238 c,1,0.997,0,0,0,0,6.15560285,134.81656,0.235,4.9843,2.85E+02,2.32,1146,406.94,35.1,3,q1_q17_dr25_tce,5739,4.191,1.384,287.89713,40.637821,15.084
