kepid,kepoi_name,kepler_name,koi_disposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag
5780885,K00097.01,Kepler-7 b,1,0.999,0,1,0,0,4.885488596,134.2768785,0.361,5.16165,7.46E+03,16.66,1496,1182.79,2590.1,1,q1_q17_dr25_tce,6036,3.968,1.909,288.58151,41.089809,12.885
11773022,K00620.02,Kepler-51 d,1,1,0,0,0,0,130.1780296,212.032638,0.022,8.4534,1.16E+04,10.44,367,4.31,365.2,1,q1_q17_dr25_tce,6046,4.486,0.972,296.47977,49.937679,14.669
11773022,K00620.03,Kepler-51 c,1,0.97,0,0,0,0,85.3162004,295.31588,0.972,2.7441,1.90E+03,6.34,423,7.57,32.6,3,q1_q17_dr25_tce,6046,4.486,0.972,296.47977,49.937679,14.669
12068975,K00623.01,Kepler-197 A c,1,0.284,0,0,0,0,10.34973276,174.06193,0.905,4.4859,1.19E+02,1.44,930,177.25,44.5,1,q1_q17_dr25_tce,6003,4.303,1.109,295.22644,50.558979,11.811
7115785,K00672.01,Kepler-209 b,1,1,0,0,0,0,16.08786246,172.81384,0.824,3.095,6.13E+02,2.56,668,47.17,63.7,2,q1_q17_dr25_tce,5506,4.473,0.914,291.16953,42.640808,13.998
7115785,K00672.02,Kepler-209 c,1,1,0,0,0,0,41.74938613,153.84636,0.226,5.6098,1.06E+03,2.94,486,13.22,95,1,q1_q17_dr25_tce,5506,4.473,0.914,291.16953,42.640808,13.998
7115785,K00672.03,,0,0,1,0,0,1,0.56680081,131.81737,0.004,3.6116,1.28E+02,1.02,2038,4065.92,71.5,3,q1_q17_dr25_tce,5506,4.473,0.914,291.16953,42.640808,13.998
7124613,K00673.01,Kepler-642 b,1,1,0,0,0,0,4.41746257,170.79073,0.085,2.965,2.91E+02,3.95,1810,2536.07,22.6,1,q1_q17_dr25_tce,6570,3.86,2.297,293.83456,42.624962,13.343
8711794,K00105.01,Kepler-463 b,1,1,0,0,0,0,8.981014925,136.649307,0.097,1.8478,1.06E+03,3.14,880,141.77,198.3,1,q1_q17_dr25_tce,5666,4.362,0.967,298.93704,44.85791,12.87
7277317,K00674.01,Kepler-643 b,1,1,0,0,0,0,16.33888067,177.917586,0.256,9.3599,1.72E+03,10.47,963,203.31,201.9,1,q1_q17_dr25_tce,4877,3.645,2.595,290.32733,42.898281,13.781
2446134,K07632.01,,0,0.273,1,0,0,0,39.1307086,165.7408,0.013,2.295,2.01E+02,1.54,600,30.75,7.4,1,q1_q17_dr25_tce,6295,4.401,1.08,292.06082,37.770191,14.372
9963524,K00720.02,Kepler-221 d,1,1,0,0,0,0,10.04157214,137.08442,0.768,2.6577,1.11E+03,2.97,712,60.74,28.1,2,q1_q17_dr25_tce,5244,4.538,0.81,296.65475,46.83527,13.749
9963524,K00720.03,Kepler-221 e,1,1,0,0,0,0,18.36974658,131.86573,0.947,2.939,1.14E+03,3.58,582,27.14,20.1,3,q1_q17_dr25_tce,5244,4.538,0.81,296.65475,46.83527,13.749
9963524,K00720.04,Kepler-221 b,1,1,0,0,0,0,2.79590004,132.72971,0.638,2.056,3.84E+02,1.66,1090,333.31,16.3,4,q1_q17_dr25_tce,5244,4.538,0.81,296.65475,46.83527,13.749
9964801,K00721.01,Kepler-654 b,1,1,0,0,0,0,13.72462702,180.64807,0.748,6.9758,2.82E+02,2.13,831,112.82,50.1,1,q1_q17_dr25_tce,5817,4.293,1.171,297.06842,46.834278,13.645
9965439,K00722.01,Kepler-655 b,1,0.995,0,0,0,0,46.40626,192.99633,0.018,7.0281,4.69E+02,2.66,588,28.23,51.2,1,q1_q17_dr25_tce,6086,4.276,1.227,297.25909,46.843189,13.489
12068975,K00623.02,Kepler-197 A d,1,0.985,0,0,0,0,15.67750191,179.47311,0.911,5.5082,1.16E+02,1.42,810,101.79,39.6,3,q1_q17_dr25_tce,6003,4.303,1.109,295.22644,50.558979,11.811
12068975,K00623.03,Kepler-197 A b,1,0.973,0,0,0,0,5.59931543,171.47391,0.914,3.8944,8.48E+01,1.22,1142,402.39,41.4,2,q1_q17_dr25_tce,6003,4.303,1.109,295.22644,50.558979,11.811
12068975,K00623.04,Kepler-197 A e,1,0.992,0,0,0,0,25.2100146,154.41122,0.771,6.553,6.21E+01,0.95,691,54.06,18.8,4,q1_q17_dr25_tce,6003,4.303,1.109,295.22644,50.558979,11.811
3541946,K00624.01,Kepler-198 b,1,1,0,0,0,0,17.79001678,182.43745,0.182,4.4116,8.71E+02,2.7,655,43.5,67.2,1,q1_q17_dr25_tce,5569,4.474,0.927,290.67313,38.69101,13.597
3541946,K00624.02,Kepler-198 c,1,0.999,0,0,0,0,49.5674085,169.54227,0.866,4.002,7.30E+02,2.91,465,11.09,31.2,3,q1_q17_dr25_tce,5569,4.474,0.927,290.67313,38.69101,13.597
10264660,K00098.01,Kepler-14 b,1,0.994,0,0,0,0,6.790120801,138.088199,0.486,6.0437,2.30E+03,9.86,1434,998.97,526.1,1,q1_q17_dr25_tce,6372,3.954,2.001,287.70883,47.33305,12.128
7385509,K00675.01,,0,0,0,0,1,1,1.655467295,169.54872,0.001,3.2424,1.06E+03,2.17,1080,322.97,98.7,1,q1_q17_dr25_tce,4583,4.6,0.695,297.74799,42.995205,13.841
7447200,K00676.01,Kepler-210 c,1,0.378,0,0,0,0,7.972510087,171.585057,0.739,2.9754,3.14E+03,3.22,497,14.45,206.7,1,q1_q17_dr25_tce,3912,4.728,0.533,292.50339,43.083149,13.822
7447200,K00676.02,Kepler-210 b,1,1,0,0,0,0,2.453236139,170.892059,0.496,1.6691,1.72E+03,2.26,737,69.36,158,2,q1_q17_dr25_tce,3912,4.728,0.533,292.50339,43.083149,13.822
7466863,K00677.01,,0,0,0,0,1,0,11.9710626,171.08425,0.999,2.7607,4.22E+02,5.84,1044,280.97,42.6,1,q1_q17_dr25_tce,6312,4.127,1.464,297.40097,43.042782,13.768
7509886,K00678.01,Kepler-211 c,1,1,0,0,0,0,6.0404622,172.59327,0.508,1.98,2.41E+02,1.3,841,118.56,14.9,2,q1_q17_dr25_tce,5297,4.578,0.825,285.43915,43.16848,13.283
7509886,K00678.02,Kepler-211 b,1,1,0,0,0,0,4.13852825,132.01882,0.185,2.281,2.57E+02,1.3,954,196.51,20.5,1,q1_q17_dr25_tce,5297,4.578,0.825,285.43915,43.16848,13.283
10002866,K00723.01,Kepler-222 b,1,1,0,0,0,0,3.936993144,169.650592,0.801,1.887,1.27E+03,3.36,1004,240.16,59.3,2,q1_q17_dr25_tce,5431,4.563,0.843,287.9061,46.937771,15.063
10002866,K00723.02,Kepler-222 d,1,1,0,0,0,0,28.08185982,194.91696,0.425,4.5288,1.84E+03,3.63,522,17.52,50.8,3,q1_q17_dr25_tce,5431,4.563,0.843,287.9061,46.937771,15.063
6678383,K00111.02,Kepler-104 A c,1,1,0,0,0,0,23.66834635,132.71421,0.758,5.8297,4.49E+02,2.32,668,47.11,112.8,3,q1_q17_dr25_tce,5979,4.394,1.005,287.60461,42.166779,12.596
10002866,K00723.03,Kepler-222 c,1,1,0,0,0,0,10.08881066,173.083353,0.921,1.7726,2.00E+03,4.71,734,68.62,51.4,1,q1_q17_dr25_tce,5431,4.563,0.843,287.9061,46.937771,15.063
10005020,K00724.01,,0,0,0,0,1,0,6.97106919,174.70305,0.044,3.9125,4.53E+02,2.07,946,189.16,41.7,1,q1_q17_dr25_tce,5871,4.493,0.983,288.98038,46.95406,15.04
3541946,K00624.03,Kepler-198 d,1,1,0,0,0,0,1.311842968,133.11058,0.121,1.7876,2.45E+02,1.43,1562,1410.6,44.2,2,q1_q17_dr25_tce,5569,4.474,0.927,290.67313,38.69101,13.597
4449034,K00625.01,,0,1,0,1,0,0,38.13853099,180.43748,1.231,3.8617,1.23E+03,68.75,873,137.15,58.9,1,q1_q17_dr25_tce,6481,3.861,2.343,286.56378,39.53447,13.592
4478168,K00626.01,Kepler-624 b,1,1,0,0,0,0,14.58649856,172.22185,0.665,4.0249,3.79E+02,2.45,852,124.89,53,1,q1_q17_dr25_tce,6063,4.29,1.191,295.19339,39.539669,13.49
2854839,K07639.01,,0,0.325,1,0,0,0,1.05569286,131.5576,0.131,1.289,3.75E+01,0.45,1395,898.72,7.1,1,q1_q17_dr25_tce,4955,4.561,0.751,291.95761,38.070049,13.203
4563268,K00627.01,Kepler-625 b,1,1,0,0,0,0,7.75192755,176.17197,0.546,3.5413,4.07E+02,1.89,852,124.47,77.3,1,q1_q17_dr25_tce,5604,4.52,0.912,292.15045,39.637581,13.307
7515212,K00679.01,Kepler-212 c,1,0.995,0,0,0,0,31.80475991,190.25413,0.87,8.699,3.61E+02,2.99,664,45.9,73.4,1,q1_q17_dr25_tce,5867,4.235,1.356,287.62082,43.141647,13.178
7515212,K00679.02,Kepler-212 b,1,0.767,0,0,0,0,16.2580276,139.6381,0.131,6.375,4.70E+01,0.92,830,112.41,11.5,2,q1_q17_dr25_tce,5867,4.235,1.356,287.62082,43.141647,13.178
7529266,K00680.01,Kepler-435 b,1,0.999,0,0,0,0,8.600153929,177.642421,0.296,9.0015,4.51E+03,26.52,1703,1986.75,1208.1,1,q1_q17_dr25_tce,6093,3.475,3.913,292.28732,43.197281,13.643
11553706,K00009.01,,0,0,0,1,1,0,3.719809197,135.068298,1.279,3.5317,2.96E+03,87.21,1873,2912.21,373.9,1,q1_q17_dr25_tce,6284,3.813,2.348,288.80377,49.530788,13.123
2449053,K07633.01,,0,0,0,1,1,1,0.73975345,131.81739,0.525,4.2,4.82E+02,2.09,1818,2580,86.2,1,q1_q17_dr25_tce,5271,4.436,0.935,292.68985,37.774361,15.141
10489525,K00106.01,,0,0,0,1,1,1,1.612249049,131.85204,1.171,4.235,1.54E+02,50.98,2713,12788.25,45.4,1,q1_q17_dr25_tce,6732,3.793,2.569,298.35434,47.672081,12.775
7598128,K00681.01,,0,0,0,1,0,0,44.25817308,188.495537,0.815,7.58264,2.05E+04,37.38,845,120.38,1282.3,1,q1_q17_dr25_tce,6544,3.839,2.326,288.54199,43.255421,13.204
11858979,K04062.01,,0,0,0,1,1,0,3.05933906,131.7541,1.259,1.7332,1.17E+03,36,1434,999.16,37.7,1,q1_q17_dr25_tce,6238,4.337,1.116,288.90887,50.16283,14.077
5900390,K04063.01,,0,0,0,1,1,0,0.624677585,131.8663,0.522,2.411,3.73E+01,1.28,4391,87591.59,31,1,q1_q17_dr25_tce,9653,4.191,1.996,298.04318,41.195,12.789
5444334,K04064.01,,0,0,0,0,0,1,0.759763198,131.78816,0.571,3.083,2.03E+02,1.2,1752,2227.19,30.8,1,q1_q17_dr25_tce,5520,4.572,0.818,290.50125,40.6945,15.916
5386264,K04135.01,,0,0,0,1,0,0,12.43519054,140.8323906,0.321,3.8305,7.19E+01,0.52,545,20.93,4.8,2,q1_q17_dr25_tce,4756,4.676,0.62,297.77292,40.589088,14.844
3867615,K02289.02,Kepler-379 b,1,0.927,0,0,0,0,20.0983676,207.57757,0.02,5.207,1.58E+02,1.58,775,85.34,20.9,2,q1_q17_dr25_tce,6053,4.279,1.26,295.70111,38.945831,13.358
3218844,K07646.01,,0,0.147,1,0,0,0,85.112898,171.8254,0.033,2.503,5.14E+02,2.21,422,7.48,8,1,q1_q17_dr25_tce,6018,4.485,0.975,286.46753,38.385971,15.681
3542222,K04137.01,,0,0,0,1,1,0,0.504426087,131.894825,1.321,1.6276,6.15E+02,33.96,2339,7077.76,81.7,1,q1_q17_dr25_tce,6043,4.452,0.901,290.74918,38.659111,15.213
6226908,K04068.01,Kepler-1546 b,1,0.402,0,0,0,0,19.597317,135.26526,0.87,4.508,1.01E+03,3.78,671,47.9,23.7,1,q1_q17_dr25_tce,5569,4.368,1.019,297.58392,41.541229,15.412
10186945,K04070.01,,0,0,0,1,0,0,0.793663156,131.79065,0.4,0.8244,1.86E+02,1.14,1614,1600.85,23.7,1,q1_q17_dr25_tce,5077,4.533,0.825,281.44067,47.246471,14.549
4636565,K04138.01,,0,0,0,0,1,1,2.81401302,133.0785,0.567,5.801,5.57E+01,1.51,1723,2081.51,33.8,1,q1_q17_dr25_tce,5541,3.869,1.967,285.41519,39.776009,12.511
9956082,K04139.01,Kepler-1557 b,1,0.987,0,0,0,0,3.74031708,134.70305,0.277,2.394,1.66E+02,1.38,1287,646.81,15.6,1,q1_q17_dr25_tce,6260,4.433,1.063,293.88141,46.838879,15.331
3241647,K07650.01,,0,0,0,0,1,1,0.851678507,131.62317,0.418,2.028,6.79E+01,0.85,1840,2698.28,9.1,1,q1_q17_dr25_tce,5403,4.389,1.029,293.10153,38.340618,15.25
3241248,K04141.01,,0,0,1,0,1,0,0.978046982,131.68639,1.227,2.6137,8.39E+02,129.67,3146,23083.37,105.2,1,q1_q17_dr25_tce,5100,3.368,4.569,292.99329,38.319489,13.211
9716302,K04142.01,,0,0,0,0,1,1,1.332566763,132.04547,0.474,4.001,3.85E+02,1.49,1318,713.45,18.2,1,q1_q17_dr25_tce,5134,4.599,0.752,294.30887,46.413052,16.49
2708286,K04071.01,,0,0,0,0,0,1,1.89131005,132.66204,1.035,5.687,1.56E+02,6.4,1590,1507.16,18.7,1,q1_q17_dr25_tce,5706,4.255,1.12,290.31827,37.91098,15.157
6755944,K04072.01,Kepler-1547 b,1,1,0,0,0,0,0.692978457,131.80142,0.938,1.1366,6.10E+01,2.24,3186,24240.83,20.9,1,q1_q17_dr25_tce,6105,3.805,2.304,283.76407,42.222172,13.447
7777471,K04075.01,,0,0,0,1,1,1,0.885131111,131.8742,0.715,3.377,9.32E+01,0.9,1818,2579.83,23.4,1,q1_q17_dr25_tce,5904,4.543,0.867,298.86102,43.417679,14.549
10294509,K04143.01,,0,0,0,0,0,1,1.85447373,132.50369,0.514,2.665,3.07E+02,1.33,1221,527.79,18.9,1,q1_q17_dr25_tce,5341,4.609,0.743,298.71082,47.369911,15.699
3003019,K07642.01,,0,0,0,1,1,0,0.502622858,131.61123,0.693,3.085,1.46E+02,1.41,2478,8838.66,41.1,1,q1_q17_dr25_tce,6029,4.385,1.098,294.29196,38.138771,14.564
9334893,K02298.02,Kepler-1178 b,1,0.989,0,0,0,0,31.8055128,150.6791,0.476,3.979,1.42E+02,0.63,378,4.84,10.9,2,q1_q17_dr25_tce,4729,4.726,0.525,288.45605,45.80212,13.831
10000941,K04146.01,Kepler-1558 b,1,0.999,0,0,0,0,3.50472344,133.72225,0.309,1.9464,9.07E+01,0.8,1019,254.49,18.4,1,q1_q17_dr25_tce,5115,4.477,0.854,286.81937,46.91169,13.632
9455677,K04076.01,Kepler-1548 b,1,0.995,0,0,0,0,124.827797,208.79191,0.096,6.479,6.48E+02,2.57,350,3.56,17.1,1,q1_q17_dr25_tce,5349,4.353,1.032,287.47122,46.080662,15.259
7690855,K04077.01,,0,0,1,0,0,1,0.786260569,132.166816,1.226,4.556,8.77E+02,15.72,1192,477.45,246,2,q1_q17_dr25_tce,4223,4.681,0.557,294.53149,43.398659,14.04
5649837,K04078.01,,0,0,1,0,1,0,0.597934463,131.95507,1.224,3.1225,5.15E+02,23.2,2126,4834.45,72.2,1,q1_q17_dr25_tce,6052,4.539,0.863,299.07944,40.825642,15.248
8029197,K04147.01,,0,0,0,0,0,1,2.15292788,132.36514,0.45,3.043,4.14E+01,1.02,1841,2708.61,21.5,1,q1_q17_dr25_tce,5851,3.969,1.555,291.9632,43.88166,12.643
12257886,K04148.01,,0,0,0,1,1,1,2.61585431,132.42844,0.577,6.519,1.70E+02,1.28,1358,803.03,26.9,1,q1_q17_dr25_tce,6131,4.497,0.945,291.22729,50.921791,15.181
5036480,K04080.01,,0,0,0,0,1,1,1.061002863,132.52463,0.337,1.962,1.42E+02,1.06,1679,1883.03,15.7,1,q1_q17_dr25_tce,5767,4.538,0.881,297.86734,40.10257,15.213
6592832,K04082.01,,0,0.019,0,1,1,0,0.924821319,132.09187,0.401,2.594,1.22E+02,1.1,1963,3514.31,24.3,1,q1_q17_dr25_tce,6135,4.455,0.974,287.47369,42.00375,15.293
8524346,K04083.01,,0,0,0,0,0,1,4.4697452,133.00892,0.982,5.33,2.42E+02,2.43,1248,574.11,33.8,1,q1_q17_dr25_tce,6102,4.316,1.125,300.61877,44.594391,13.726
3937814,K04084.01,Kepler-1549 b,1,0.82,0,0,0,0,214.881456,213.4044,0.023,9.581,7.59E+02,2.68,286,1.59,16.1,1,q1_q17_dr25_tce,5323,4.378,0.995,286.05243,39.09605,15.188
5551228,K04154.02,,0,0,0,1,1,0,122.906853,195.9104,0.974,15.97,8.20E+02,3.55,338,3.08,19.9,1,q1_q17_dr25_tce,5692,4.547,0.866,296.49731,40.765629,15.593
5471271,K04155.01,,0,0,1,0,1,1,12.42221675,141.8461927,0.056,6.5533,5.45E+01,0.8,864,131.73,11,1,q1_q17_dr25_tce,6231,4.424,1.084,297.60681,40.656479,13.598
3248696,K07651.01,,0,0,1,0,0,0,383.43595,483.2484,0.025,11.059,1.23E+03,2.53,214,0.5,14.1,1,q1_q17_dr25_tce,5576,4.615,0.729,294.74246,38.301811,15.27
5306383,K04158.01,,0,0,0,1,1,0,0.842336445,131.73901,0.266,1.519,8.01E+01,0.9,1941,3367.24,8.8,1,q1_q17_dr25_tce,5765,4.415,0.998,299.12286,40.489071,13.319
5041847,K04085.01,,0,0,1,0,0,1,0.914468919,132.120912,1.271,2.695,3.43E+03,36.84,1884,2978.16,189,2,q1_q17_dr25_tce,5762,4.415,0.989,298.91278,40.110851,14.582
3836558,K04086.01,,0,0,0,0,1,1,1.54039744,131.99974,0.723,1.787,1.28E+02,1.08,1520,1267.95,7,1,q1_q17_dr25_tce,5649,4.421,0.884,286.99091,38.916222,14.608
4770617,K02243.02,Kepler-1154 c,1,0.992,0,0,0,0,8.45805119,137.06123,0.697,2.998,2.59E+02,2.52,1117,367.05,18.3,2,q1_q17_dr25_tce,6172,4.198,1.471,297.47711,39.877239,14.806
6106282,K04087.01,Kepler-440 b,1,1,0,0,0,0,101.1107014,215.5204,0.046,8.029,8.78E+02,1.61,229,0.65,24.1,1,q1_q17_dr25_tce,4133,4.705,0.561,285.34995,41.452209,15.134
4946584,K04088.01,,0,0,1,0,1,0,0.907943645,132.133484,1.356,1.9144,1.03E+03,49.37,2219,5715.61,53.7,1,q1_q17_dr25_tce,6434,4.354,1.166,297.36047,40.056141,13.819
6463499,K04163.01,,0,0,0,0,1,0,94.446856,166.1513,0.977,7.502,4.36E+02,7.13,611,32.93,20,1,q1_q17_dr25_tce,5780,3.729,2.478,297.49054,41.8326,13.939
8254882,K04164.01,,0,0,0,0,1,0,0.92565941,132.11002,0.042,1.488,3.00E+01,0.88,2383,7600.86,11.2,1,q1_q17_dr25_tce,6058,4.135,1.612,298.38754,44.151962,12.6
6042031,K04165.01,,0,0,0,1,0,0,0.537110149,131.55982,1.106,1.7976,9.20E+01,32.19,3195,24545.75,41.1,1,q1_q17_dr25_tce,5395,3.739,2.537,291.69067,41.332878,13.078
5475735,K04167.01,,0,0,0,1,1,1,2.99194823,134.1641,0.71,4.39,9.96E+01,0.78,1019,255.16,18.2,1,q1_q17_dr25_tce,5269,4.62,0.727,298.57779,40.681438,14.395
11709124,K00435.05,Kepler-154 c,1,0.915,0,0,0,0,62.3026877,179.09948,0.712,7.509,8.59E+02,3.05,454,10.05,45,2,q1_q17_dr25_tce,5688,4.415,0.971,289.78052,49.89653,14.534
9022166,K02175.02,Kepler-368 c,1,0.001,0,0,0,0,72.3826983,179.49813,0.791,8.279,3.66E+02,4.21,575,25.83,29.5,2,q1_q17_dr25_tce,5508,3.897,1.988,291.88004,45.387932,12.848
7038096,K04020.01,,0,0,0,1,0,1,0.566803149,131.79596,0.822,1.643,2.46E+02,1.93,2380,7612.11,52.6,1,q1_q17_dr25_tce,6147,4.435,1.096,293.18408,42.528019,14.65
3345973,K07652.01,,0,0,0,0,1,0,15.3466028,143.8142,0.591,4.966,2.39E+02,3.64,1194,480.12,13,1,q1_q17_dr25_tce,6771,3.934,2.259,292.38293,38.40057,14.335
11972872,K04089.01,,0,0,1,0,0,0,0.531106622,131.906467,0.94,3.0293,5.13E+03,7.54,1781,2371.49,286.2,2,q1_q17_dr25_tce,4978,4.539,0.762,296.34622,50.390789,15.169
9899233,K04090.01,,0,0,0,0,1,1,1.332547503,132.05767,0.746,4.521,1.30E+02,1.23,1719,2062.92,25.5,1,q1_q17_dr25_tce,6077,4.471,0.999,295.16696,46.754341,15.164
3103227,K04091.01,Kepler-1550 b,1,0.958,0,0,0,0,225.585245,272.79566,0.066,11.166,7.55E+02,3.71,348,3.48,18.6,1,q1_q17_dr25_tce,5929,4.243,1.363,287.76456,38.294701,14.9
4850961,K04092.01,Kepler-1551 b,1,0.966,0,0,0,0,24.4972683,133.92177,0.817,5.43,4.49E+02,2.74,722,64.25,19.5,1,q1_q17_dr25_tce,6392,4.399,1.162,295.78552,39.907921,15.152
3102309,K07643.01,,0,0.097,1,0,0,0,4.20253859,132.3097,0.937,5.389,3.15E+01,0.71,1136,394.08,8.8,1,q1_q17_dr25_tce,5596,4.343,1.015,287.45532,38.23959,13.598
8521059,K04093.01,,0,0,0,1,1,0,0.535578808,131.80805,1.225,1.7973,1.94E+02,33.97,2870,16161.27,38.3,1,q1_q17_dr25_tce,6610,4.264,1.313,299.75021,44.561981,13.94
5217574,K04151.01,,0,0,0,0,1,0,0.89486317,132.21767,0.65,2.657,1.72E+02,1.19,1764,2296.25,16.1,1,q1_q17_dr25_tce,5764,4.548,0.863,298.90012,40.303589,15.863
3230095,K07647.01,,0,0,0,0,1,1,7.04716175,132.7504,0.856,2.693,1.51E+02,1.1,817,105.1,9.4,1,q1_q17_dr25_tce,5496,4.592,0.776,290.0831,38.398472,15.13
6862332,K04023.01,,0,0,0,0,1,1,119.0192648,341.26197,0.79,8.1,1.98E+03,4.44,350,3.53,31.1,1,q1_q17_dr25_tce,5754,4.534,0.905,291.58517,42.367229,15.644
10714072,K04024.01,Kepler-1541 b,1,0.988,0,0,0,0,8.40693068,133.42739,0.015,1.866,1.67E+02,1.95,1048,285.67,6.8,1,q1_q17_dr25_tce,5365,4.02,1.533,283.78702,48.02956,13.801
10992011,K04025.01,,0,0,0,1,1,1,0.974479091,132.37246,0.224,1.866,2.21E+02,1.19,1513,1239.32,25.3,1,q1_q17_dr25_tce,5043,4.502,0.819,298.53549,48.419479,14.655
8128247,K04094.01,,0,0,0,1,0,1,3.57017774,134.4442,0.094,4.473,7.96E+01,57.36,6119,331478.01,8.9,1,q1_q17_dr25_tce,3812,0.93,69.001,300.60422,43.902946,13.334
6276994,K04095.01,,0,0,0,0,1,0,1.10601182,131.83599,0.532,2.577,5.29E+01,0.77,1903,3093.39,15.5,1,q1_q17_dr25_tce,6241,4.45,1.031,289.17761,41.695171,14.363
9674564,K04096.01,,0,0,0,1,1,1,6.873655305,132.4527832,0.08,3.5415,1.81E+02,1.21,906,159.51,3.4,1,q1_q17_dr25_tce,5668,4.492,0.912,300.4068,46.378941,14.046
6607644,K04159.01,Kepler-1559 b,1,0.987,0,0,0,0,0.971915957,132.16504,0.592,1.6023,7.37E+01,0.79,1609,1591.27,16.7,1,q1_q17_dr25_tce,5196,4.458,0.889,292.28659,42.07246,14.5
7610663,K04160.01,Kepler-1560 b,1,0.987,0,0,0,0,3.03196812,133.98825,0.287,1.723,8.15E+01,0.9,1269,614.2,15.8,1,q1_q17_dr25_tce,5755,4.402,0.993,292.78461,43.215981,13.421
5565707,K04161.01,,0,0,0,0,1,0,1.2940561,131.861,0.394,0.97,5.12E+01,5.27,4465,93976.84,6.4,1,q1_q17_dr25_tce,6635,3.092,7.146,299.42017,40.73838,12.855
1293031,K04162.01,,0,0,1,0,0,0,0.53936593,131.97457,0.988,5.434,1.45E+02,9.19,5016,149399.93,57.6,1,q1_q17_dr25_tce,6341,3.301,5.302,291.02097,36.903648,12.915
2859299,K07640.01,,0,0,1,0,1,0,0.643703667,131.984908,0.036,0.801,1.72E+02,1.48,2358,7305.66,40.3,1,q1_q17_dr25_tce,6161,4.362,1.114,292.88342,38.074951,13.791
4067110,K04026.01,,0,0,1,0,1,0,0.735146413,131.49953,1.192,5.053,2.75E+02,168.34,5366,195250.9,78,1,q1_q17_dr25_tce,6611,3.112,7.435,294.08896,39.128101,12.855
8694309,K04027.01,,0,0,0,0,1,0,0.827351796,131.92381,0.544,2.1885,4.47E+01,0.9,2208,5583.73,30.6,1,q1_q17_dr25_tce,5609,4.141,1.31,293.8067,44.867352,12.9
7818447,K04028.01,,0,0,1,0,0,1,0.618952198,131.590434,1.282,2.8244,8.32E+03,4.96,497,14.29,259.3,2,q1_q17_dr25_tce,2661,5.283,0.116,290.47928,43.505268,13.593
11569475,K04029.01,,0,0,1,0,0,0,1.31723412,132.13735,1.07,7.284,4.23E+02,125.56,5471,211468.1,78.4,2,q1_q17_dr25_tce,6740,2.816,12.08,296.61078,49.567039,13.449
5700900,K04100.01,,0,0,1,0,0,0,379.08202,287.504,1.181,33.87,1.61E+03,23.99,253,0.97,23.2,2,q1_q17_dr25_tce,5982,4.493,0.96,290.31039,40.98143,15.813
9402583,K04168.01,,0,0,1,0,1,0,0.536544193,132.03219,0.267,2.918,1.60E+02,0.9,1745,2199.75,25.3,1,q1_q17_dr25_tce,5041,4.597,0.728,291.24924,45.92149,15.89
7838675,K04169.01,Kepler-1561 b,1,0,0,0,0,0,1.005205893,132.45541,0.137,1.63,9.75E+01,0.85,1682,1893.23,15,1,q1_q17_dr25_tce,5718,4.549,0.863,296.92361,43.566471,14.658
8700537,K04170.01,,0,0,0,1,1,1,43.796785,158.9316,1.187,18.84,2.56E+02,20.79,542,20.4,21.2,1,q1_q17_dr25_tce,6109,4.432,0.941,295.93921,44.837379,14.372
10858785,K04171.01,,0,0,0,1,1,1,0.952371227,132.34095,1.2,3.926,3.53E+02,21.96,1870,2885.01,42.6,1,q1_q17_dr25_tce,6086,4.511,0.921,290.72519,48.210411,15.868
9640907,K04172.01,,0,0,0,0,1,1,1.089088292,132.0149343,0.291,1.8599,1.42E+02,1.28,1914,3167.63,1.8,1,q1_q17_dr25_tce,6194,4.445,1.069,287.95279,46.33176,15.693
9551430,K04030.01,,0,0,1,0,0,0,7.7553808,134.5191,1.235,22.321,8.40E+02,22.2,822,107.76,55.9,1,q1_q17_dr25_tce,5607,4.539,0.766,300.18863,46.185768,15.553
3228986,K04031.01,,0,0,0,1,1,1,0.730949487,132.22503,0.86,2.367,8.73E+01,1.27,2311,6730.38,15.8,1,q1_q17_dr25_tce,6238,4.365,1.191,289.80322,38.366692,14.184
7100673,K04032.01,Kepler-1542 b,1,1,0,0,0,0,3.95116635,134.22411,0.374,2.566,6.09E+01,0.83,1160,427.07,20.4,1,q1_q17_dr25_tce,5574,4.354,1.065,285.72849,42.65453,12.639
7100673,K04032.02,Kepler-1542 c,1,0.993,0,0,0,0,2.89223998,132.86232,0.017,2.521,4.43E+01,0.7,1287,647.55,17.3,4,q1_q17_dr25_tce,5574,4.354,1.065,285.72849,42.65453,12.639
4138557,K04033.01,,0,0,1,0,1,0,0.991552822,131.90235,1.158,1.135,6.07E+02,37.93,2558,10148.8,17.3,1,q1_q17_dr25_tce,5908,3.888,1.862,285.5921,39.206268,11.968
2708278,K04102.01,,0,0,0,0,1,1,1.89124187,132.7082,0.198,4.415,1.06E+02,0.93,1312,698.9,20.8,1,q1_q17_dr25_tce,5285,4.474,0.927,290.31589,37.977779,14.486
